id, region_id, county_id,code,community_type,name,name_ext
448, 06, 12, 06, 3, Poniatowa, gmina miejsko-wiejska 
449, 06, 12, 07, 2, Wilków, gmina wiejska 
450, 06, 13, 01, 2, Dębowa Kłoda, gmina wiejska 
451, 06, 13, 02, 2, Jabłoń, gmina wiejska 
452, 06, 13, 03, 2, Milanów, gmina wiejska 
453, 06, 13, 04, 3, Parczew, gmina miejsko-wiejska 
454, 06, 13, 05, 2, Podedwórze, gmina wiejska 
455, 06, 13, 06, 2, Siemień, gmina wiejska 
456, 06, 13, 07, 2, Sosnowica, gmina wiejska 
457, 06, 14, 01, 1, Puławy, gmina miejska 
458, 06, 14, 02, 2, Baranów, gmina wiejska 
459, 06, 14, 03, 2, Janowiec, gmina wiejska 
460, 06, 14, 04, 3, Kazimierz Dolny, gmina miejsko-wiejska 
461, 06, 14, 05, 2, Końskowola, gmina wiejska 
462, 06, 14, 06, 2, Kurów, gmina wiejska 
463, 06, 14, 07, 2, Markuszów, gmina wiejska 
464, 06, 14, 08, 3, Nałęczów, gmina miejsko-wiejska 
465, 06, 14, 09, 2, Puławy, gmina wiejska 
466, 06, 14, 10, 2, Wąwolnica, gmina wiejska 
467, 06, 14, 11, 2, Żyrzyn, gmina wiejska 
468, 06, 15, 01, 1, Radzyń Podlaski, gmina miejska 
469, 06, 15, 02, 2, Borki, gmina wiejska 
470, 06, 15, 03, 2, Czemierniki, gmina wiejska 
471, 06, 15, 04, 2, Kąkolewnica Wschodnia, gmina wiejska 
472, 06, 15, 05, 2, Komarówka Podlaska, gmina wiejska 
473, 06, 15, 06, 2, Radzyń Podlaski, gmina wiejska 
474, 06, 15, 07, 2, Ulan-Majorat, gmina wiejska 
475, 06, 15, 08, 2, Wohyń, gmina wiejska 
476, 06, 16, 01, 1, Dęblin, gmina miejska 
477, 06, 16, 02, 2, Kłoczew, gmina wiejska 
478, 06, 16, 03, 2, Nowodwór, gmina wiejska 
479, 06, 16, 04, 3, Ryki, gmina miejsko-wiejska 
480, 06, 16, 05, 2, Stężyca, gmina wiejska 
481, 06, 16, 06, 2, Ułęż, gmina wiejska 
482, 06, 17, 01, 1, Świdnik, gmina miejska 
483, 06, 17, 02, 2, Mełgiew, gmina wiejska 
484, 06, 17, 03, 3, Piaski, gmina miejsko-wiejska 
485, 06, 17, 04, 2, Rybczewice, gmina wiejska 
486, 06, 17, 05, 2, Trawniki, gmina wiejska 
487, 06, 18, 01, 1, Tomaszów Lubelski, gmina miejska 
488, 06, 18, 02, 2, Bełżec, gmina wiejska 
489, 06, 18, 03, 2, Jarczów, gmina wiejska 
490, 06, 18, 04, 2, Krynice, gmina wiejska 
491, 06, 18, 05, 2, Lubycza Królewska, gmina wiejska 
492, 06, 18, 06, 2, Łaszczów, gmina wiejska 
493, 06, 18, 07, 2, Rachanie, gmina wiejska 
494, 06, 18, 08, 2, Susiec, gmina wiejska 
495, 06, 18, 09, 2, Tarnawatka, gmina wiejska 
496, 06, 18, 10, 2, Telatyn, gmina wiejska 
497, 06, 18, 11, 2, Tomaszów Lubelski, gmina wiejska 
498, 06, 18, 12, 3, Tyszowce, gmina miejsko-wiejska 
499, 06, 18, 13, 2, Ulhówek, gmina wiejska 
500, 06, 19, 01, 1, Włodawa, gmina miejska 
501, 06, 19, 02, 2, Hanna, gmina wiejska 
502, 06, 19, 03, 2, Hańsk, gmina wiejska 
503, 06, 19, 04, 2, Stary Brus, gmina wiejska 
504, 06, 19, 05, 2, Urszulin, gmina wiejska 
505, 06, 19, 06, 2, Włodawa, gmina wiejska 
506, 06, 19, 07, 2, Wola Uhruska, gmina wiejska 
507, 06, 19, 08, 2, Wyryki, gmina wiejska 
508, 06, 20, 01, 2, Adamów, gmina wiejska 
509, 06, 20, 02, 2, Grabowiec, gmina wiejska 
510, 06, 20, 03, 2, Komarów-Osada, gmina wiejska 
511, 06, 20, 04, 3, Krasnobród, gmina miejsko-wiejska 
512, 06, 20, 05, 2, Łabunie, gmina wiejska 
513, 06, 20, 06, 2, Miączyn, gmina wiejska 
514, 06, 20, 07, 2, Nielisz, gmina wiejska 
515, 06, 20, 08, 2, Radecznica, gmina wiejska 
516, 06, 20, 09, 2, Sitno, gmina wiejska 
517, 06, 20, 10, 2, Skierbieszów, gmina wiejska 
518, 06, 20, 11, 2, Stary Zamość, gmina wiejska 
519, 06, 20, 12, 2, Sułów, gmina wiejska 
520, 06, 20, 13, 3, Szczebrzeszyn, gmina miejsko-wiejska 
521, 06, 20, 14, 2, Zamość, gmina wiejska 
522, 06, 20, 15, 3, Zwierzyniec, gmina miejsko-wiejska 
523, 06, 61, 01, 1, Biała Podlaska, gmina miejska 
524, 06, 62, 01, 1, Chełm, gmina miejska 
525, 06, 63, 01, 1, Lublin, gmina miejska 
526, 06, 64, 01, 1, Zamość, gmina miejska 
527, 08, 01, 01, 1, Kostrzyn nad Odrą, gmina miejska 
528, 08, 01, 02, 2, Bogdaniec, gmina wiejska 
529, 08, 01, 03, 2, Deszczno, gmina wiejska 
530, 08, 01, 04, 2, Kłodawa, gmina wiejska 
531, 08, 01, 05, 2, Lubiszyn, gmina wiejska 
532, 08, 01, 06, 2, Santok, gmina wiejska 
533, 08, 01, 07, 3, Witnica, gmina miejsko-wiejska 
534, 08, 02, 01, 1, Gubin, gmina miejska 
535, 08, 02, 02, 2, Bobrowice, gmina wiejska 
536, 08, 02, 03, 2, Bytnica, gmina wiejska 
537, 08, 02, 04, 2, Dąbie, gmina wiejska 
538, 08, 02, 05, 2, Gubin, gmina wiejska 
539, 08, 02, 06, 3, Krosno Odrzańskie, gmina miejsko-wiejska 
540, 08, 02, 07, 2, Maszewo, gmina wiejska 
541, 08, 03, 01, 2, Bledzew, gmina wiejska 
542, 08, 03, 02, 3, Międzyrzecz, gmina miejsko-wiejska 
543, 08, 03, 03, 2, Przytoczna, gmina wiejska 
544, 08, 03, 04, 2, Pszczew, gmina wiejska 
545, 08, 03, 05, 3, Skwierzyna, gmina miejsko-wiejska 
546, 08, 03, 06, 3, Trzciel, gmina miejsko-wiejska 
547, 08, 04, 01, 1, Nowa Sól, gmina miejska 
548, 08, 04, 02, 3, Bytom Odrzański, gmina miejsko-wiejska 
549, 08, 04, 03, 2, Kolsko, gmina wiejska 
550, 08, 04, 04, 3, Kożuchów, gmina miejsko-wiejska 
551, 08, 04, 05, 2, Nowa Sól, gmina wiejska 
552, 08, 04, 06, 3, Nowe Miasteczko, gmina miejsko-wiejska 
553, 08, 04, 07, 2, Otyń, gmina wiejska 
554, 08, 04, 08, 2, Siedlisko, gmina wiejska 
555, 08, 05, 01, 3, Cybinka, gmina miejsko-wiejska 
556, 08, 05, 02, 2, Górzyca, gmina wiejska 
557, 08, 05, 03, 3, Ośno Lubuskie, gmina miejsko-wiejska 
558, 08, 05, 04, 3, Rzepin, gmina miejsko-wiejska 
559, 08, 05, 05, 3, Słubice, gmina miejsko-wiejska 
560, 08, 06, 01, 3, Dobiegniew, gmina miejsko-wiejska 
561, 08, 06, 02, 3, Drezdenko, gmina miejsko-wiejska 
562, 08, 06, 03, 2, Stare Kurowo, gmina wiejska 
563, 08, 06, 04, 3, Strzelce Krajeńskie, gmina miejsko-wiejska 
564, 08, 06, 05, 2, Zwierzyn, gmina wiejska 
565, 08, 07, 01, 2, Krzeszyce, gmina wiejska 
566, 08, 07, 02, 3, Lubniewice, gmina miejsko-wiejska 
567, 08, 07, 03, 2, Słońsk, gmina wiejska 
568, 08, 07, 04, 3, Sulęcin, gmina miejsko-wiejska 
569, 08, 07, 05, 3, Torzym, gmina miejsko-wiejska 
570, 08, 08, 01, 2, Lubrza, gmina wiejska 
571, 08, 08, 02, 2, Łagów, gmina wiejska 
572, 08, 08, 03, 2, Skąpe, gmina wiejska 
573, 08, 08, 04, 2, Szczaniec, gmina wiejska 
574, 08, 08, 05, 3, Świebodzin, gmina miejsko-wiejska 
575, 08, 08, 06, 3, Zbąszynek, gmina miejsko-wiejska 
576, 08, 09, 01, 3, Babimost, gmina miejsko-wiejska 
577, 08, 09, 02, 2, Bojadła, gmina wiejska 
578, 08, 09, 03, 3, Czerwieńsk, gmina miejsko-wiejska 
579, 08, 09, 04, 3, Kargowa, gmina miejsko-wiejska 
580, 08, 09, 05, 3, Nowogród Bobrzański, gmina miejsko-wiejska 
581, 08, 09, 06, 3, Sulechów, gmina miejsko-wiejska 
582, 08, 09, 07, 2, Świdnica, gmina wiejska 
583, 08, 09, 08, 2, Trzebiechów, gmina wiejska 
584, 08, 09, 09, 2, Zabór, gmina wiejska 
585, 08, 09, 10, 2, Zielona Góra, gmina wiejska 
586, 08, 10, 01, 1, Gozdnica, gmina miejska 
587, 08, 10, 02, 1, Żagań, gmina miejska 
588, 08, 10, 03, 2, Brzeźnica, gmina wiejska 
589, 08, 10, 04, 3, Iłowa, gmina miejsko-wiejska 
590, 08, 10, 05, 3, Małomice, gmina miejsko-wiejska 
591, 08, 10, 06, 2, Niegosławice, gmina wiejska 
592, 08, 10, 07, 3, Szprotawa, gmina miejsko-wiejska 
593, 08, 10, 08, 2, Wymiarki, gmina wiejska 
594, 08, 10, 09, 2, Żagań, gmina wiejska 
595, 08, 11, 01, 1, Łęknica, gmina miejska 
596, 08, 11, 02, 1, Żary, gmina miejska 
597, 08, 11, 03, 2, Brody, gmina wiejska 
598, 08, 11, 04, 3, Jasień, gmina miejsko-wiejska 
599, 08, 11, 05, 2, Lipinki Łużyckie, gmina wiejska 
600, 08, 11, 06, 3, Lubsko, gmina miejsko-wiejska 
601, 08, 11, 07, 2, Przewóz, gmina wiejska 
602, 08, 11, 08, 2, Trzebiel, gmina wiejska 
603, 08, 11, 09, 2, Tuplice, gmina wiejska 
604, 08, 11, 10, 2, Żary, gmina wiejska 
605, 08, 12, 01, 3, Sława, gmina miejsko-wiejska 
606, 08, 12, 02, 3, Szlichtyngowa, gmina miejsko-wiejska 
607, 08, 12, 03, 3, Wschowa, gmina miejsko-wiejska 
608, 08, 61, 01, 1, Gorzów Wielkopolski, gmina miejska 
609, 08, 62, 01, 1, Zielona Góra, gmina miejska 
610, 10, 01, 01, 1, Bełchatów, gmina miejska 
611, 10, 01, 02, 2, Bełchatów, gmina wiejska 
612, 10, 01, 03, 2, Drużbice, gmina wiejska 
613, 10, 01, 04, 2, Kleszczów, gmina wiejska 
614, 10, 01, 05, 2, Kluki, gmina wiejska 
615, 10, 01, 06, 2, Rusiec, gmina wiejska 
616, 10, 01, 07, 2, Szczerców, gmina wiejska 
617, 10, 01, 08, 3, Zelów, gmina miejsko-wiejska 
618, 10, 02, 01, 1, Kutno, gmina miejska 
619, 10, 02, 02, 2, Bedlno, gmina wiejska 
620, 10, 02, 03, 2, Dąbrowice, gmina wiejska 
621, 10, 02, 04, 3, Krośniewice, gmina miejsko-wiejska 
622, 10, 02, 05, 2, Krzyżanów, gmina wiejska 
623, 10, 02, 06, 2, Kutno, gmina wiejska 
624, 10, 02, 07, 2, Łanięta, gmina wiejska 
625, 10, 02, 08, 2, Nowe Ostrowy, gmina wiejska 
626, 10, 02, 09, 2, Oporów, gmina wiejska 
627, 10, 02, 10, 2, Strzelce, gmina wiejska 
628, 10, 02, 11, 3, Żychlin, gmina miejsko-wiejska 
629, 10, 03, 01, 2, Buczek, gmina wiejska 
630, 10, 03, 02, 3, Łask, gmina miejsko-wiejska 
631, 10, 03, 03, 2, Sędziejowice, gmina wiejska 
632, 10, 03, 04, 2, Widawa, gmina wiejska 
633, 10, 03, 05, 2, Wodzierady, gmina wiejska 
634, 10, 04, 01, 1, Łęczyca, gmina miejska 
635, 10, 04, 02, 2, Daszyna, gmina wiejska 
636, 10, 04, 03, 2, Góra Świętej Małgorzaty, gmina wiejska 
637, 10, 04, 04, 2, Grabów, gmina wiejska 
638, 10, 04, 05, 2, Łęczyca, gmina wiejska 
639, 10, 04, 06, 2, Piątek, gmina wiejska 
640, 10, 04, 07, 2, Świnice Warckie, gmina wiejska 
641, 10, 04, 08, 2, Witonia, gmina wiejska 
642, 10, 05, 01, 1, Łowicz, gmina miejska 
643, 10, 05, 02, 2, Bielawy, gmina wiejska 
644, 10, 05, 03, 2, Chąśno, gmina wiejska 
645, 10, 05, 04, 2, Domaniewice, gmina wiejska 
646, 10, 05, 05, 2, Kiernozia, gmina wiejska 
647, 10, 05, 06, 2, Kocierzew Południowy, gmina wiejska 
648, 10, 05, 07, 2, Łowicz, gmina wiejska 
649, 10, 05, 08, 2, Łyszkowice, gmina wiejska 
650, 10, 05, 09, 2, Nieborów, gmina wiejska 
651, 10, 05, 10, 2, Zduny, gmina wiejska 
652, 10, 06, 02, 2, Andrespol, gmina wiejska 
653, 10, 06, 03, 2, Brójce, gmina wiejska 
654, 10, 06, 07, 3, Koluszki, gmina miejsko-wiejska 
655, 10, 06, 08, 2, Nowosolna, gmina wiejska 
656, 10, 06, 10, 3, Rzgów, gmina miejsko-wiejska 
657, 10, 06, 11, 3, Tuszyn, gmina miejsko-wiejska 
658, 10, 07, 01, 2, Białaczów, gmina wiejska 
659, 10, 07, 02, 3, Drzewica, gmina miejsko-wiejska 
660, 10, 07, 03, 2, Mniszków, gmina wiejska 
661, 10, 07, 04, 3, Opoczno, gmina miejsko-wiejska 
662, 10, 07, 05, 2, Paradyż, gmina wiejska 
663, 10, 07, 06, 2, Poświętne, gmina wiejska 
664, 10, 07, 07, 2, Sławno, gmina wiejska 
665, 10, 07, 08, 2, Żarnów, gmina wiejska 
666, 10, 08, 01, 1, Konstantynów Łódzki, gmina miejska 
667, 10, 08, 02, 1, Pabianice, gmina miejska 
668, 10, 08, 03, 2, Dłutów, gmina wiejska 
669, 10, 08, 04, 2, Dobroń, gmina wiejska 
670, 10, 08, 05, 2, Ksawerów, gmina wiejska 
671, 10, 08, 06, 2, Lutomiersk, gmina wiejska 
672, 10, 08, 07, 2, Pabianice, gmina wiejska 
673, 10, 09, 01, 3, Działoszyn, gmina miejsko-wiejska 
674, 10, 09, 02, 2, Kiełczygłów, gmina wiejska 
675, 10, 09, 03, 2, Nowa Brzeźnica, gmina wiejska 
676, 10, 09, 04, 3, Pajęczno, gmina miejsko-wiejska 
677, 10, 09, 05, 2, Rząśnia, gmina wiejska 
678, 10, 09, 06, 2, Siemkowice, gmina wiejska 
679, 10, 09, 07, 2, Strzelce Wielkie, gmina wiejska 
680, 10, 09, 08, 2, Sulmierzyce, gmina wiejska 
681, 10, 10, 01, 2, Aleksandrów, gmina wiejska 
682, 10, 10, 02, 2, Czarnocin, gmina wiejska 
683, 10, 10, 03, 2, Gorzkowice, gmina wiejska 
684, 10, 10, 04, 2, Grabica, gmina wiejska 
685, 10, 10, 05, 2, Łęki Szlacheckie, gmina wiejska 
686, 10, 10, 06, 2, Moszczenica, gmina wiejska 
687, 10, 10, 07, 2, Ręczno, gmina wiejska 
688, 10, 10, 08, 2, Rozprza, gmina wiejska 
689, 10, 10, 09, 3, Sulejów, gmina miejsko-wiejska 
690, 10, 10, 10, 2, Wola Krzysztoporska, gmina wiejska 
691, 10, 10, 11, 2, Wolbórz, gmina wiejska 
692, 10, 11, 01, 2, Dalików, gmina wiejska 
693, 10, 11, 02, 2, Pęczniew, gmina wiejska 
694, 10, 11, 03, 3, Poddębice, gmina miejsko-wiejska 
695, 10, 11, 04, 3, Uniejów, gmina miejsko-wiejska 
696, 10, 11, 05, 2, Wartkowice, gmina wiejska 
697, 10, 11, 06, 2, Zadzim, gmina wiejska 
698, 10, 12, 01, 1, Radomsko, gmina miejska 
699, 10, 12, 02, 2, Dobryszyce, gmina wiejska 
700, 10, 12, 03, 2, Gidle, gmina wiejska 
701, 10, 12, 04, 2, Gomunice, gmina wiejska 
702, 10, 12, 05, 3, Kamieńsk, gmina miejsko-wiejska 
703, 10, 12, 06, 2, Kobiele Wielkie, gmina wiejska 
704, 10, 12, 07, 2, Kodrąb, gmina wiejska 
705, 10, 12, 08, 2, Lgota Wielka, gmina wiejska 
706, 10, 12, 09, 2, Ładzice, gmina wiejska 
707, 10, 12, 10, 2, Masłowice, gmina wiejska 
708, 10, 12, 11, 3, Przedbórz, gmina miejsko-wiejska 
709, 10, 12, 12, 2, Radomsko, gmina wiejska 
710, 10, 12, 13, 2, Wielgomłyny, gmina wiejska 
711, 10, 12, 14, 2, Żytno, gmina wiejska 
712, 10, 13, 01, 1, Rawa Mazowiecka, gmina miejska 
713, 10, 13, 02, 3, Biała Rawska, gmina miejsko-wiejska 
714, 10, 13, 03, 2, Cielądz, gmina wiejska 
715, 10, 13, 04, 2, Rawa Mazowiecka, gmina wiejska 
716, 10, 13, 05, 2, Regnów, gmina wiejska 
717, 10, 13, 06, 2, Sadkowice, gmina wiejska 
718, 10, 14, 01, 1, Sieradz, gmina miejska 
719, 10, 14, 02, 3, Błaszki, gmina miejsko-wiejska 
720, 10, 14, 03, 2, Brąszewice, gmina wiejska 
721, 10, 14, 04, 2, Brzeźnio, gmina wiejska 
722, 10, 14, 05, 2, Burzenin, gmina wiejska 
723, 10, 14, 06, 2, Goszczanów, gmina wiejska 
724, 10, 14, 07, 2, Klonowa, gmina wiejska 
725, 10, 14, 08, 2, Sieradz, gmina wiejska 
726, 10, 14, 09, 3, Warta, gmina miejsko-wiejska 
727, 10, 14, 10, 2, Wróblew, gmina wiejska 
728, 10, 14, 11, 3, Złoczew, gmina miejsko-wiejska 
729, 10, 15, 01, 2, Bolimów, gmina wiejska 
730, 10, 15, 02, 2, Głuchów, gmina wiejska 
731, 10, 15, 03, 2, Godzianów, gmina wiejska 
732, 10, 15, 04, 2, Kowiesy, gmina wiejska 
733, 10, 15, 05, 2, Lipce Reymontowskie, gmina wiejska 
734, 10, 15, 06, 2, Maków, gmina wiejska 
735, 10, 15, 07, 2, Nowy Kawęczyn, gmina wiejska 
736, 10, 15, 08, 2, Skierniewice, gmina wiejska 
737, 10, 15, 09, 2, Słupia, gmina wiejska 
738, 10, 16, 01, 1, Tomaszów Mazowiecki, gmina miejska 
739, 10, 16, 02, 2, Będków, gmina wiejska 
740, 10, 16, 03, 2, Budziszewice, gmina wiejska 
741, 10, 16, 04, 2, Czerniewice, gmina wiejska 
742, 10, 16, 05, 2, Inowłódz, gmina wiejska 
743, 10, 16, 06, 2, Lubochnia, gmina wiejska 
744, 10, 16, 07, 2, Rokiciny, gmina wiejska 
745, 10, 16, 08, 2, Rzeczyca, gmina wiejska 
746, 10, 16, 09, 2, Tomaszów Mazowiecki, gmina wiejska 
747, 10, 16, 10, 2, Ujazd, gmina wiejska 
748, 10, 16, 11, 2, Żelechlinek, gmina wiejska 
749, 10, 17, 01, 2, Biała, gmina wiejska 
750, 10, 17, 02, 2, Czarnożyły, gmina wiejska 
751, 10, 17, 03, 2, Konopnica, gmina wiejska 
752, 10, 17, 04, 2, Mokrsko, gmina wiejska 
753, 10, 17, 05, 2, Osjaków, gmina wiejska 
754, 10, 17, 06, 2, Ostrówek, gmina wiejska 
755, 10, 17, 07, 2, Pątnów, gmina wiejska 
756, 10, 17, 08, 2, Skomlin, gmina wiejska 
757, 10, 17, 09, 3, Wieluń, gmina miejsko-wiejska 
758, 10, 17, 10, 2, Wierzchlas, gmina wiejska 
759, 10, 18, 01, 2, Bolesławiec, gmina wiejska 
760, 10, 18, 02, 2, Czastary, gmina wiejska 
761, 10, 18, 03, 2, Galewice, gmina wiejska 
762, 10, 18, 04, 2, Lututów, gmina wiejska 
763, 10, 18, 05, 2, Łubnice, gmina wiejska 
764, 10, 18, 06, 2, Sokolniki, gmina wiejska 
765, 10, 18, 07, 3, Wieruszów, gmina miejsko-wiejska 
766, 10, 19, 01, 1, Zduńska Wola, gmina miejska 
767, 10, 19, 02, 3, Szadek, gmina miejsko-wiejska 
768, 10, 19, 03, 2, Zapolice, gmina wiejska 
769, 10, 19, 04, 2, Zduńska Wola, gmina wiejska 
770, 10, 20, 01, 1, Głowno, gmina miejska 
771, 10, 20, 02, 1, Ozorków, gmina miejska 
772, 10, 20, 03, 1, Zgierz, gmina miejska 
773, 10, 20, 04, 3, Aleksandrów Łódzki, gmina miejsko-wiejska 
774, 10, 20, 05, 2, Głowno, gmina wiejska 
775, 10, 20, 06, 2, Ozorków, gmina wiejska 
776, 10, 20, 07, 2, Parzęczew, gmina wiejska 
777, 10, 20, 08, 3, Stryków, gmina miejsko-wiejska 
778, 10, 20, 09, 2, Zgierz, gmina wiejska 
779, 10, 21, 01, 1, Brzeziny, gmina miejska 
780, 10, 21, 02, 2, Brzeziny, gmina wiejska 
781, 10, 21, 03, 2, Dmosin, gmina wiejska 
782, 10, 21, 04, 2, Jeżów, gmina wiejska 
783, 10, 21, 05, 2, Rogów, gmina wiejska 
784, 10, 61, 01, 1, Łódź, gmina miejska 
785, 10, 62, 01, 1, Piotrków Trybunalski, gmina miejska 
786, 10, 63, 01, 1, Skierniewice, gmina miejska 
787, 12, 01, 01, 1, Bochnia, gmina miejska 
788, 12, 01, 02, 2, Bochnia, gmina wiejska 
789, 12, 01, 03, 2, Drwinia, gmina wiejska 
790, 12, 01, 04, 2, Lipnica Murowana, gmina wiejska 
791, 12, 01, 05, 2, Łapanów, gmina wiejska 
792, 12, 01, 06, 3, Nowy Wiśnicz, gmina miejsko-wiejska 
793, 12, 01, 07, 2, Rzezawa, gmina wiejska 
794, 12, 01, 08, 2, Trzciana, gmina wiejska 
795, 12, 01, 09, 2, Żegocina, gmina wiejska 
796, 12, 02, 01, 2, Borzęcin, gmina wiejska 
797, 12, 02, 02, 3, Brzesko, gmina miejsko-wiejska 
798, 12, 02, 03, 3, Czchów, gmina miejsko-wiejska 
799, 12, 02, 04, 2, Dębno, gmina wiejska 
800, 12, 02, 05, 2, Gnojnik, gmina wiejska 
801, 12, 02, 06, 2, Iwkowa, gmina wiejska 
802, 12, 02, 07, 2, Szczurowa, gmina wiejska 
803, 12, 03, 01, 3, Alwernia, gmina miejsko-wiejska 
804, 12, 03, 02, 2, Babice, gmina wiejska 
805, 12, 03, 03, 3, Chrzanów, gmina miejsko-wiejska 
806, 12, 03, 04, 3, Libiąż, gmina miejsko-wiejska 
807, 12, 03, 05, 3, Trzebinia, gmina miejsko-wiejska 
808, 12, 04, 01, 2, Bolesław, gmina wiejska 
809, 12, 04, 02, 3, Dąbrowa Tarnowska, gmina miejsko-wiejska 
810, 12, 04, 03, 2, Gręboszów, gmina wiejska 
811, 12, 04, 04, 2, Mędrzechów, gmina wiejska 
812, 12, 04, 05, 2, Olesno, gmina wiejska 
813, 12, 04, 06, 2, Radgoszcz, gmina wiejska 
814, 12, 04, 07, 3, Szczucin, gmina miejsko-wiejska 
815, 12, 05, 01, 1, Gorlice, gmina miejska 
816, 12, 05, 02, 3, Biecz, gmina miejsko-wiejska 
817, 12, 05, 03, 3, Bobowa, gmina miejsko-wiejska 
818, 12, 05, 04, 2, Gorlice, gmina wiejska 
819, 12, 05, 05, 2, Lipinki, gmina wiejska 
820, 12, 05, 06, 2, Łużna, gmina wiejska 
821, 12, 05, 07, 2, Moszczenica, gmina wiejska 
822, 12, 05, 08, 2, Ropa, gmina wiejska 
823, 12, 05, 09, 2, Sękowa, gmina wiejska 
824, 12, 05, 10, 2, Uście Gorlickie, gmina wiejska 
825, 12, 06, 01, 2, Czernichów, gmina wiejska 
826, 12, 06, 02, 2, Igołomia-Wawrzeńczyce, gmina wiejska 
827, 12, 06, 03, 2, Iwanowice, gmina wiejska 
828, 12, 06, 04, 2, Jerzmanowice-Przeginia, gmina wiejska 
829, 12, 06, 05, 2, Kocmyrzów-Luborzyca, gmina wiejska 
830, 12, 06, 06, 3, Krzeszowice, gmina miejsko-wiejska 
831, 12, 06, 07, 2, Liszki, gmina wiejska 
832, 12, 06, 08, 2, Michałowice, gmina wiejska 
833, 12, 06, 09, 2, Mogilany, gmina wiejska 
834, 12, 06, 10, 3, Skała, gmina miejsko-wiejska 
835, 12, 06, 11, 3, Skawina, gmina miejsko-wiejska 
836, 12, 06, 12, 3, Słomniki, gmina miejsko-wiejska 
837, 12, 06, 13, 2, Sułoszowa, gmina wiejska 
838, 12, 06, 14, 3, Świątniki Górne, gmina miejsko-wiejska 
839, 12, 06, 15, 2, Wielka Wieś, gmina wiejska 
840, 12, 06, 16, 2, Zabierzów, gmina wiejska 
841, 12, 06, 17, 2, Zielonki, gmina wiejska 
842, 12, 07, 01, 1, Limanowa, gmina miejska 
843, 12, 07, 02, 1, Mszana Dolna, gmina miejska 
844, 12, 07, 03, 2, Dobra, gmina wiejska 
845, 12, 07, 04, 2, Jodłownik, gmina wiejska 
846, 12, 07, 05, 2, Kamienica, gmina wiejska 
847, 12, 07, 06, 2, Laskowa, gmina wiejska 
848, 12, 07, 07, 2, Limanowa, gmina wiejska 
849, 12, 07, 08, 2, Łukowica, gmina wiejska 
850, 12, 07, 09, 2, Mszana Dolna, gmina wiejska 
851, 12, 07, 10, 2, Niedźwiedź, gmina wiejska 
852, 12, 07, 11, 2, Słopnice, gmina wiejska 
853, 12, 07, 12, 2, Tymbark, gmina wiejska 
854, 12, 08, 01, 2, Charsznica, gmina wiejska 
855, 12, 08, 02, 2, Gołcza, gmina wiejska 
856, 12, 08, 03, 2, Kozłów, gmina wiejska 
857, 12, 08, 04, 2, Książ Wielki, gmina wiejska 
858, 12, 08, 05, 3, Miechów, gmina miejsko-wiejska 
859, 12, 08, 06, 2, Racławice, gmina wiejska 
860, 12, 08, 07, 2, Słaboszów, gmina wiejska 
861, 12, 09, 01, 3, Dobczyce, gmina miejsko-wiejska 
862, 12, 09, 02, 2, Lubień, gmina wiejska 
863, 12, 09, 03, 3, Myślenice, gmina miejsko-wiejska 
864, 12, 09, 04, 2, Pcim, gmina wiejska 
865, 12, 09, 05, 2, Raciechowice, gmina wiejska 
866, 12, 09, 06, 2, Siepraw, gmina wiejska 
867, 12, 09, 07, 3, Sułkowice, gmina miejsko-wiejska 
868, 12, 09, 08, 2, Tokarnia, gmina wiejska 
869, 12, 09, 09, 2, Wiśniowa, gmina wiejska 
870, 12, 10, 01, 1, Grybów, gmina miejska 
871, 12, 10, 02, 2, Chełmiec, gmina wiejska 
872, 12, 10, 03, 2, Gródek nad Dunajcem, gmina wiejska 
873, 12, 10, 04, 2, Grybów, gmina wiejska 
874, 12, 10, 05, 2, Kamionka Wielka, gmina wiejska 
875, 12, 10, 06, 2, Korzenna, gmina wiejska 
876, 12, 10, 07, 3, Krynica-Zdrój, gmina miejsko-wiejska 
877, 12, 10, 08, 2, Łabowa, gmina wiejska 
878, 12, 10, 09, 2, Łącko, gmina wiejska 
879, 12, 10, 10, 2, Łososina Dolna, gmina wiejska 
880, 12, 10, 11, 3, Muszyna, gmina miejsko-wiejska 
881, 12, 10, 12, 2, Nawojowa, gmina wiejska 
882, 12, 10, 13, 3, Piwniczna-Zdrój, gmina miejsko-wiejska 
883, 12, 10, 14, 2, Podegrodzie, gmina wiejska 
884, 12, 10, 15, 2, Rytro, gmina wiejska 
885, 12, 10, 16, 3, Stary Sącz, gmina miejsko-wiejska 
886, 12, 11, 01, 1, Nowy Targ, gmina miejska 
887, 12, 11, 02, 3, Szczawnica, gmina miejsko-wiejska 
888, 12, 11, 03, 2, Czarny Dunajec, gmina wiejska 
889, 12, 11, 04, 2, Czorsztyn, gmina wiejska 
890, 12, 11, 05, 2, Jabłonka, gmina wiejska 
891, 12, 11, 06, 2, Krościenko nad Dunajcem, gmina wiejska 
892, 12, 11, 07, 2, Lipnica Wielka, gmina wiejska 
893, 12, 11, 08, 2, Łapsze Niżne, gmina wiejska 
894, 12, 11, 09, 2, Nowy Targ, gmina wiejska 
895, 12, 11, 10, 2, Ochotnica Dolna, gmina wiejska 
896, 12, 11, 11, 2, Raba Wyżna, gmina wiejska 
897, 12, 11, 12, 3, Rabka-Zdrój, gmina miejsko-wiejska 
898, 12, 11, 13, 2, Spytkowice, gmina wiejska 
