id, region_id, county_id,community_id,name
731, 30, 02, 04, Krzyż Wielkopolski 
732, 30, 02, 07, Trzcianka 
733, 30, 02, 08, Wieleń 
734, 30, 03, 01, Gniezno 
735, 30, 03, 02, Czerniejewo 
736, 30, 03, 05, Kłecko 
737, 30, 03, 09, Trzemeszno 
738, 30, 03, 10, Witkowo 
739, 30, 04, 01, Borek Wielkopolski 
740, 30, 04, 02, Gostyń 
741, 30, 04, 03, Krobia 
742, 30, 04, 06, Pogorzela 
743, 30, 04, 07, Poniec 
744, 30, 05, 02, Grodzisk Wielkopolski 
745, 30, 05, 04, Rakoniewice 
746, 30, 05, 05, Wielichowo 
747, 30, 06, 02, Jarocin 
748, 30, 06, 04, Żerków 
749, 30, 07, 09, Stawiszyn 
750, 30, 08, 03, Kępno 
751, 30, 09, 01, Koło 
752, 30, 09, 04, Dąbie 
753, 30, 09, 06, Kłodawa 
754, 30, 09, 11, Przedecz 
755, 30, 10, 01, Golina 
756, 30, 10, 04, Kleczew 
757, 30, 10, 07, Rychwał 
758, 30, 10, 10, Sompolno 
759, 30, 10, 12, Ślesin 
760, 30, 11, 01, Kościan 
761, 30, 11, 02, Czempiń 
762, 30, 11, 04, Krzywiń 
763, 30, 11, 05, Śmigiel 
764, 30, 12, 01, Sulmierzyce 
765, 30, 12, 02, Kobylin 
766, 30, 12, 03, Koźmin Wielkopolski 
767, 30, 12, 04, Krotoszyn 
768, 30, 12, 06, Zduny 
769, 30, 13, 03, Osieczna 
770, 30, 13, 04, Rydzyna 
771, 30, 14, 03, Międzychód 
772, 30, 14, 04, Sieraków 
773, 30, 15, 02, Lwówek 
774, 30, 15, 04, Nowy Tomyśl 
775, 30, 15, 05, Opalenica 
776, 30, 15, 06, Zbąszyń 
777, 30, 16, 01, Oborniki 
778, 30, 16, 02, Rogoźno 
779, 30, 17, 01, Ostrów Wielkopolski 
780, 30, 17, 02, Nowe Skalmierzyce 
781, 30, 17, 03, Odolanów 
782, 30, 17, 06, Raszków 
783, 30, 18, 03, Grabów nad Prosną 
784, 30, 18, 06, Mikstat 
785, 30, 18, 07, Ostrzeszów 
786, 30, 19, 01, Piła 
787, 30, 19, 04, Łobżenica 
788, 30, 19, 07, Ujście 
789, 30, 19, 08, Wyrzysk 
790, 30, 19, 09, Wysoka 
791, 30, 20, 06, Pleszew 
792, 30, 21, 01, Luboń 
793, 30, 21, 02, Puszczykowo 
794, 30, 21, 03, Buk 
795, 30, 21, 08, Kostrzyn 
796, 30, 21, 09, Kórnik 
797, 30, 21, 10, Mosina 
798, 30, 21, 11, Murowana Goślina 
799, 30, 21, 12, Pobiedziska 
800, 30, 21, 14, Stęszew 
801, 30, 21, 16, Swarzędz 
802, 30, 22, 01, Bojanowo 
803, 30, 22, 02, Jutrosin 
804, 30, 22, 03, Miejska Górka 
805, 30, 22, 05, Rawicz 
806, 30, 23, 01, Słupca 
807, 30, 23, 08, Zagórów 
808, 30, 24, 01, Obrzycko 
809, 30, 24, 05, Ostroróg 
810, 30, 24, 06, Pniewy 
811, 30, 24, 07, Szamotuły 
812, 30, 24, 08, Wronki 
813, 30, 25, 04, Środa Wielkopolska 
814, 30, 26, 02, Dolsk 
815, 30, 26, 03, Książ Wielkopolski 
816, 30, 26, 04, Śrem 
817, 30, 27, 01, Turek 
818, 30, 27, 03, Dobra 
819, 30, 27, 07, Tuliszków 
820, 30, 28, 01, Wągrowiec 
821, 30, 28, 03, Gołańcz 
822, 30, 28, 05, Skoki 
823, 30, 29, 03, Wolsztyn 
824, 30, 30, 02, Miłosław 
825, 30, 30, 03, Nekla 
826, 30, 30, 04, Pyzdry 
827, 30, 30, 05, Września 
828, 30, 31, 01, Złotów 
829, 30, 31, 02, Jastrowie 
830, 30, 31, 03, Krajenka 
831, 30, 31, 05, Okonek 
832, 30, 61, 01, Kalisz 
833, 30, 62, 01, Konin 
834, 30, 63, 01, Leszno 
835, 30, 64, 01, Poznań 
836, 32, 01, 01, Białogard 
837, 32, 01, 03, Karlino 
838, 32, 02, 02, Choszczno 
839, 32, 02, 03, Drawno 
840, 32, 02, 05, Pełczyce 
841, 32, 02, 06, Recz 
842, 32, 03, 01, Czaplinek 
843, 32, 03, 02, Drawsko Pomorskie 
844, 32, 03, 03, Kalisz Pomorski 
845, 32, 03, 06, Złocieniec 
846, 32, 04, 02, Goleniów 
847, 32, 04, 03, Maszewo 
848, 32, 04, 04, Nowogard 
849, 32, 05, 02, Gryfice 
850, 32, 05, 04, Płoty 
851, 32, 05, 08, Trzebiatów 
852, 32, 06, 02, Cedynia 
853, 32, 06, 03, Chojna 
854, 32, 06, 04, Gryfino 
855, 32, 06, 05, Mieszkowice 
856, 32, 06, 06, Moryń 
857, 32, 06, 08, Trzcińsko-Zdrój 
858, 32, 07, 01, Dziwnów 
859, 32, 07, 02, Golczewo 
860, 32, 07, 03, Kamień Pomorski 
861, 32, 07, 04, Międzyzdroje 
862, 32, 07, 06, Wolin 
863, 32, 08, 01, Kołobrzeg 
864, 32, 09, 03, Bobolice 
865, 32, 09, 06, Polanów 
866, 32, 09, 07, Sianów 
867, 32, 10, 01, Barlinek 
868, 32, 10, 03, Dębno 
869, 32, 10, 04, Myślibórz 
870, 32, 11, 03, Nowe Warpno 
871, 32, 11, 04, Police 
872, 32, 12, 03, Lipiany 
873, 32, 12, 05, Pyrzyce 
874, 32, 13, 01, Darłowo 
875, 32, 13, 02, Sławno 
876, 32, 14, 01, Stargard Szczeciński 
877, 32, 14, 02, Chociwel 
878, 32, 14, 03, Dobrzany 
879, 32, 14, 05, Ińsko 
880, 32, 14, 11, Suchań 
881, 32, 15, 01, Szczecinek 
882, 32, 15, 02, Barwice 
883, 32, 15, 03, Biały Bór 
884, 32, 15, 04, Borne Sulinowo 
885, 32, 16, 01, Świdwin 
886, 32, 16, 03, Połczyn-Zdrój 
887, 32, 17, 01, Wałcz 
888, 32, 17, 02, Człopa 
889, 32, 17, 03, Mirosławiec 
890, 32, 17, 04, Tuczno 
891, 32, 18, 01, Dobra 
892, 32, 18, 02, Łobez 
893, 32, 18, 04, Resko 
894, 32, 18, 05, Węgorzyno 
895, 32, 61, 01, Koszalin 
896, 32, 62, 01, Szczecin 
897, 32, 63, 01, Świnoujście 
